CustomerProductChargeID,CustomerID,AccountNumber,BillingReferenceID,ProductID,DefaultProductDescription,ChargeInstanceDescription,ChargeQuantity,ProductChargeFrequencyID,UnitCostToGCI,UnitChargeToCustomer,ChargeTaxTypeFlag,ChargeStartDate,ChargeEndDate,ChargeBilledUntil,AllowCreditBackFlag,CustomerCustomReference,ChargeInstanceCreateDate,ChargeInstanceCreateUser
584724,234271,PETROL,1666683,5487,TempProductDuringCleanUp,ADSL2Plus Premium,1,1,20.24,18.00,1,2016-06-30 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-07-13 10:51:29.007,GCICOM\bmanager
573042,234271,PETROL,1661337,5487,TempProductDuringCleanUp,ADSL2Plus Premium,1,1,18.00,18.00,1,2016-02-08 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 16:40:06.090,GCICOM\bmanager
573043,234271,PETROL,1661337,5487,TempProductDuringCleanUp,PSTN Line Rental,1,1,13.00,13.00,1,2016-02-08 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 16:40:06.287,GCICOM\bmanager
573044,234271,PETROL,1661337,5487,TempProductDuringCleanUp,Managed Router,1,1,45.00,45.00,1,2016-02-08 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 16:40:06.470,GCICOM\bmanager
612112,234271,PETROL,1721420,5487,TempProductDuringCleanUp,100mb National Ethernet Rental,1,1,885.19,1062.00,1,2017-01-19 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,,2017-02-17 17:12:08.323,CORP\louise.aldred
612113,234271,PETROL,1721420,5487,TempProductDuringCleanUp,ADSL2 Rental,1,1,15.00,18.00,1,2017-01-19 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,,2017-02-17 17:12:08.533,CORP\louise.aldred
612114,234271,PETROL,1721420,5487,TempProductDuringCleanUp,Managed Router,1,1,22.50,45.00,1,2017-01-19 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,,2017-02-17 17:12:08.747,CORP\louise.aldred
612115,234271,PETROL,1721420,5487,TempProductDuringCleanUp,27 Public IP Addressing,1,1,40.00,60.00,1,2017-01-19 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,,2017-02-17 17:12:08.963,CORP\louise.aldred
606034,234279,SAPHIRE,1686006,5487,TempProductDuringCleanUp,100mb Upgrade Rental,1,1,100.00,115.00,1,2016-12-07 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,,2016-12-15 14:20:17.730,GCICOM\bmanager
606035,234279,SAPHIRE,1686007,5487,TempProductDuringCleanUp,100mb Upgrade Rental,1,1,100.00,115.00,1,2016-12-07 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,,2016-12-15 14:20:17.973,GCICOM\bmanager
597308,234279,SAPHIRE,1660899,5487,TempProductDuringCleanUp,100Mb National Ethernet,1,1,307.00,520.00,1,2016-07-28 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-10-27 10:36:07.070,GCICOM\bmanager
597500,234279,SAPHIRE,1686006,5487,TempProductDuringCleanUp,20Mb National Ethernet,1,1,209.58,315.00,1,2016-10-19 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-10-28 10:46:14.540,GCICOM\bmanager
597501,234279,SAPHIRE,1686007,5487,TempProductDuringCleanUp,20Mb National Ethernet,1,1,214.00,365.00,1,2016-10-19 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-10-28 10:46:14.740,GCICOM\bmanager
572394,234279,SAPHIRE,1660897,5487,TempProductDuringCleanUp,100Mb 100Mb DIA National Ethernet,1,1,450.00,450.00,1,2014-10-15 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:55:25.717,GCICOM\bmanager
572395,234279,SAPHIRE,1660898,5487,TempProductDuringCleanUp,10Mb 100Mb DIA National Ethernet,1,1,295.00,295.00,1,2015-01-13 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:55:25.980,GCICOM\bmanager
572808,234279,SAPHIRE,1660899,5487,TempProductDuringCleanUp,30Mb 100Mb DIA National Ethernet,1,1,335.00,335.00,1,2015-06-05 00:00:00.000,2016-07-27 00:00:00.000,2016-07-27 00:00:00.000,1,NULL,2016-06-17 15:08:45.693,GCICOM\akoottungal
584667,234279,SAPHIRE,1666705,5487,TempProductDuringCleanUp,IP Addressing,1,1,0.00,20.00,1,2016-05-25 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-07-13 10:15:31.687,GCICOM\bmanager
601806,234279,SAPHIRE,1701762,5487,TempProductDuringCleanUp,20 100Mb DIA Rental - Wires Only,1,1,211.82,285.01,1,2016-11-17 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,,2016-11-25 09:36:57.823,GCICOM\bmanager
572510,234295,SUPPOR,1660964,5487,TempProductDuringCleanUp,ADSL Premium,1,1,18.00,18.00,1,2014-04-22 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:55:57.387,GCICOM\bmanager
572511,234295,SUPPOR,1660964,5487,TempProductDuringCleanUp,PSTN Line Rental,1,1,9.50,13.00,1,2014-04-22 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:55:57.623,GCICOM\bmanager
572512,234295,SUPPOR,1660965,5487,TempProductDuringCleanUp,30Mb 100Mb DIA National Ethernet,1,1,630.00,630.00,1,2013-01-01 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:55:57.893,GCICOM\bmanager
572513,234295,SUPPOR,1661215,5487,TempProductDuringCleanUp,6Mb 6Mb DIA Ethernet First Mile,1,1,200.00,200.00,1,2014-06-18 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:55:58.190,GCICOM\bmanager
572514,234295,SUPPOR,1661215,5487,TempProductDuringCleanUp,Amortised Setup,1,1,154.17,154.17,1,2014-06-18 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:55:58.437,GCICOM\bmanager
572515,234295,SUPPOR,1660966,5487,TempProductDuringCleanUp,10Mb 10Mb DIA Ethernet First Mile,1,1,245.00,245.00,1,2014-05-20 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:55:58.730,GCICOM\bmanager
572516,234295,SUPPOR,1660967,5487,TempProductDuringCleanUp,20Mb 100Mb DIA National Ethernet,1,1,475.00,475.00,1,2014-04-01 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:55:59.000,GCICOM\bmanager
572517,234295,SUPPOR,1660968,5487,TempProductDuringCleanUp,100Mb 100Mb DIA National Ethernet,1,1,550.00,550.00,1,2015-04-23 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:55:59.273,GCICOM\bmanager
572518,234295,SUPPOR,1661216,5487,TempProductDuringCleanUp,50Mb 100Mb DIA National Ethernet,1,1,420.00,420.00,1,2014-10-21 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:55:59.557,GCICOM\bmanager
572158,234243,LANCE,1660747,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-03-01 00:00:00.000,2016-10-29 00:00:00.000,2016-10-29 00:00:00.000,1,NULL,2016-06-17 14:54:23.870,GCICOM\akoottungal
572159,234243,LANCE,1660748,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-06-17 00:00:00.000,2017-03-16 00:00:00.000,2017-03-16 00:00:00.000,1,NULL,2016-06-17 14:54:24.127,GCICOM\bmanager
572160,234243,LANCE,1660749,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-06-03 00:00:00.000,2016-10-29 00:00:00.000,2016-10-29 00:00:00.000,1,NULL,2016-06-17 14:54:24.393,GCICOM\akoottungal
572161,234243,LANCE,1660750,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-03-08 00:00:00.000,2016-10-29 00:00:00.000,2016-10-29 00:00:00.000,1,NULL,2016-06-17 14:54:24.667,GCICOM\akoottungal
572162,234243,LANCE,1660751,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-03-01 00:00:00.000,2016-10-29 00:00:00.000,2016-10-29 00:00:00.000,1,NULL,2016-06-17 14:54:24.920,GCICOM\akoottungal
572163,234243,LANCE,1660752,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-03-22 00:00:00.000,2016-10-29 00:00:00.000,2016-10-29 00:00:00.000,1,NULL,2016-06-17 14:54:25.177,GCICOM\akoottungal
572164,234243,LANCE,1660753,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-03-01 00:00:00.000,2016-10-29 00:00:00.000,2016-10-29 00:00:00.000,1,NULL,2016-06-17 14:54:25.447,GCICOM\akoottungal
572165,234243,LANCE,1660754,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-10-28 00:00:00.000,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,1,NULL,2016-06-17 14:54:25.717,GCICOM\bmanager
572166,234243,LANCE,1660755,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-10-17 00:00:00.000,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,1,NULL,2016-06-17 14:54:25.990,GCICOM\bmanager
572167,234243,LANCE,1660756,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-05-22 00:00:00.000,2017-03-16 00:00:00.000,2017-03-16 00:00:00.000,1,NULL,2016-06-17 14:54:26.247,GCICOM\bmanager
572168,234243,LANCE,1660757,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-03-22 00:00:00.000,2016-10-29 00:00:00.000,2016-10-29 00:00:00.000,1,NULL,2016-06-17 14:54:26.503,GCICOM\akoottungal
572169,234243,LANCE,1660758,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-07-22 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:26.767,GCICOM\bmanager
572170,234243,LANCE,1660759,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-06-26 00:00:00.000,2016-12-13 00:00:00.000,2016-12-13 00:00:00.000,1,NULL,2016-06-17 14:54:27.037,GCICOM\akoottungal
572171,234243,LANCE,1660760,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-03-28 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:27.297,GCICOM\bmanager
572172,234243,LANCE,1660761,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-02-25 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:27.560,GCICOM\bmanager
572173,234243,LANCE,1660762,5487,TempProductDuringCleanUp,ADSL Premium,1,1,12.50,12.50,1,2013-03-01 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:27.817,GCICOM\bmanager
572174,234243,LANCE,1660763,5487,TempProductDuringCleanUp,10Mb 100Mb DIA National Ethernet,1,1,495.00,495.00,1,2013-01-01 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:28.067,GCICOM\bmanager
572175,234243,LANCE,1660764,5487,TempProductDuringCleanUp,30Mb 100Mb DIA National Ethernet,1,1,500.00,500.00,1,2015-03-01 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:28.333,GCICOM\bmanager
572176,234243,LANCE,1660764,5487,TempProductDuringCleanUp,Managed Service,1,1,45.00,45.00,1,2015-03-01 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:28.567,GCICOM\bmanager
572177,234243,LANCE,1660765,5487,TempProductDuringCleanUp,20Mb 100Mb DIA National Ethernet,1,1,650.00,650.00,1,2013-06-06 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:28.843,GCICOM\bmanager
572178,234243,LANCE,1660765,5487,TempProductDuringCleanUp,Managed Service,1,1,45.00,45.00,1,2013-06-06 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:29.087,GCICOM\bmanager
572179,234243,LANCE,1660766,5487,TempProductDuringCleanUp,4Mb 4Mb DIA Ethernet First Mile,1,1,145.00,145.00,1,2013-10-11 00:00:00.000,2016-12-23 00:00:00.000,2016-12-23 00:00:00.000,1,NULL,2016-06-17 14:54:29.343,GCICOM\akoottungal
572180,234243,LANCE,1660766,5487,TempProductDuringCleanUp,Managed Service,1,1,45.00,45.00,1,2013-10-11 00:00:00.000,2016-12-23 00:00:00.000,2016-12-23 00:00:00.000,1,NULL,2016-06-17 14:54:29.573,GCICOM\akoottungal
572181,234243,LANCE,1660767,5487,TempProductDuringCleanUp,10Mb 10Mb P2P Ethernet First Mile,1,1,340.00,340.00,1,2014-12-01 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:29.843,GCICOM\bmanager
572182,234243,LANCE,1660768,5487,TempProductDuringCleanUp,10Mb 10Mb DIA Ethernet First Mile,1,1,300.00,300.00,1,2014-12-01 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:30.093,GCICOM\bmanager
572183,234243,LANCE,1660768,5487,TempProductDuringCleanUp,Managed Service,1,1,30.00,30.00,1,2014-12-01 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:30.320,GCICOM\bmanager
572184,234243,LANCE,1660769,5487,TempProductDuringCleanUp,10Mb 100Mb DIA National Ethernet,1,1,425.00,425.00,1,2013-01-04 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:30.587,GCICOM\bmanager
572185,234243,LANCE,1660769,5487,TempProductDuringCleanUp,Managed Service,1,1,25.00,25.00,1,2013-01-04 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:30.820,GCICOM\bmanager
572186,234243,LANCE,1660770,5487,TempProductDuringCleanUp,2Mb 2Mb DIA Ethernet First Mile,1,1,245.00,245.00,1,2013-10-11 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:31.077,GCICOM\bmanager
572187,234243,LANCE,1660770,5487,TempProductDuringCleanUp,Managed Service,1,1,45.00,45.00,1,2013-10-11 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:31.307,GCICOM\bmanager
572188,234243,LANCE,1660771,5487,TempProductDuringCleanUp,100Mb 100Mb DIA National Ethernet,1,1,635.00,635.00,1,2014-05-07 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:31.563,GCICOM\bmanager
572189,234243,LANCE,1660772,5487,TempProductDuringCleanUp,5Mb 5Mb DIA Ethernet First Mile,1,1,270.00,270.00,1,2014-12-01 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:54:31.830,GCICOM\bmanager
572519,234295,SUPPOR,1660969,5487,TempProductDuringCleanUp,4Mb 4Mb DIA Ethernet First Mile,1,1,129.00,129.00,1,2014-01-06 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:55:59.817,GCICOM\bmanager
571837,234229,HORSEBRI,1660489,5487,TempProductDuringCleanUp,ADSL Premium,1,3,75.00,75.00,1,2015-06-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:05.193,GCICOM\akoottungal
571838,234229,HORSEBRI,1660489,5487,TempProductDuringCleanUp,PSTN Line Rental,1,3,48.00,48.00,1,2015-06-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:05.380,GCICOM\akoottungal
571839,234229,HORSEBRI,1660490,5487,TempProductDuringCleanUp,ADSL Premium,1,3,75.00,75.00,1,2014-12-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:05.590,GCICOM\akoottungal
571840,234229,HORSEBRI,1660490,5487,TempProductDuringCleanUp,PSTN Line Rental,1,3,48.00,48.00,1,2014-12-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:05.790,GCICOM\akoottungal
571841,234229,HORSEBRI,1660491,5487,TempProductDuringCleanUp,ADSL Premium,1,3,75.00,75.00,1,2015-06-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:06.003,GCICOM\akoottungal
571842,234229,HORSEBRI,1660491,5487,TempProductDuringCleanUp,PSTN Line Rental,1,3,48.00,48.00,1,2015-06-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:06.287,GCICOM\akoottungal
571843,234229,HORSEBRI,1660492,5487,TempProductDuringCleanUp,ADSL Premium,1,3,75.00,75.00,1,2015-06-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:06.507,GCICOM\akoottungal
571844,234229,HORSEBRI,1660492,5487,TempProductDuringCleanUp,PSTN Line Rental,1,3,48.00,48.00,1,2015-06-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:06.687,GCICOM\akoottungal
571845,234229,HORSEBRI,1660493,5487,TempProductDuringCleanUp,ADSL Premium,1,3,75.00,75.00,1,2015-09-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:06.897,GCICOM\akoottungal
571846,234229,HORSEBRI,1660493,5487,TempProductDuringCleanUp,MPLS IPVPN Charge,1,3,0.00,0.00,1,2015-09-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:07.097,GCICOM\akoottungal
571847,234229,HORSEBRI,1660493,5487,TempProductDuringCleanUp,PSTN Line Rental,1,3,28.50,48.00,1,2015-09-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:07.287,GCICOM\akoottungal
571848,234229,HORSEBRI,1660494,5487,TempProductDuringCleanUp,ADSL Premium,1,3,60.00,60.00,1,2014-12-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:07.493,GCICOM\akoottungal
571849,234229,HORSEBRI,1660494,5487,TempProductDuringCleanUp,PSTN Line Rental,1,3,30.00,30.00,1,2014-12-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:07.687,GCICOM\akoottungal
571850,234229,HORSEBRI,1660495,5487,TempProductDuringCleanUp,PSTN Line Rental,1,3,30.00,30.00,1,2014-12-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:07.893,GCICOM\akoottungal
571851,234229,HORSEBRI,1660496,5487,TempProductDuringCleanUp,ADSL Premium,1,3,60.00,60.00,1,2014-12-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:08.103,GCICOM\akoottungal
571852,234229,HORSEBRI,1660496,5487,TempProductDuringCleanUp,PSTN Line Rental,1,3,30.00,30.00,1,2014-12-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:08.313,GCICOM\akoottungal
571853,234229,HORSEBRI,1660497,5487,TempProductDuringCleanUp,ADSL Premium,1,3,75.00,75.00,1,2015-06-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:08.520,GCICOM\akoottungal
571854,234229,HORSEBRI,1660497,5487,TempProductDuringCleanUp,PSTN Line Rental,1,3,48.00,48.00,1,2015-06-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:08.707,GCICOM\akoottungal
571855,234229,HORSEBRI,1660498,5487,TempProductDuringCleanUp,ADSL Premium,1,3,75.00,75.00,1,2014-12-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:08.940,GCICOM\akoottungal
571856,234229,HORSEBRI,1660498,5487,TempProductDuringCleanUp,PSTN Line Rental,1,3,48.00,48.00,1,2014-12-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:09.147,GCICOM\akoottungal
571857,234229,HORSEBRI,1660499,5487,TempProductDuringCleanUp,ADSL Premium,1,3,75.00,75.00,1,2015-06-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:09.347,GCICOM\akoottungal
571858,234229,HORSEBRI,1660499,5487,TempProductDuringCleanUp,PSTN Line Rental,1,3,48.00,48.00,1,2015-06-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:09.547,GCICOM\akoottungal
571859,234229,HORSEBRI,1660500,5487,TempProductDuringCleanUp,ADSL Premium,1,3,48.00,48.00,1,2014-12-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:09.777,GCICOM\akoottungal
571860,234229,HORSEBRI,1660500,5487,TempProductDuringCleanUp,MPLS IPVPN Charge,1,3,0.00,0.00,1,2014-12-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:09.973,GCICOM\akoottungal
571861,234229,HORSEBRI,1660500,5487,TempProductDuringCleanUp,PSTN Line Rental,1,3,28.50,75.00,1,2014-12-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:10.173,GCICOM\akoottungal
571862,234229,HORSEBRI,1660501,5487,TempProductDuringCleanUp,ADSL Premium,1,3,75.00,75.00,1,2014-12-01 00:00:00.000,2016-05-31 00:00:00.000,2016-05-31 00:00:00.000,1,NULL,2016-06-17 14:53:10.403,GCICOM\akoottungal
571863,234229,HORSEBRI,1660501,5487,TempProductDuringCleanUp,MPLS IPVPN Charge,1,3,0.00,0.00,1,2014-12-01 00:00:00.000,2016-05-31 00:00:00.000,2016-05-31 00:00:00.000,1,NULL,2016-06-17 14:53:10.590,GCICOM\akoottungal
571864,234229,HORSEBRI,1660501,5487,TempProductDuringCleanUp,PSTN Line Rental,1,3,48.00,48.00,1,2014-12-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:10.773,GCICOM\akoottungal
571865,234229,HORSEBRI,1660502,5487,TempProductDuringCleanUp,ADSL2Plus Premium,1,3,75.00,75.00,1,2015-09-01 00:00:00.000,2016-05-31 00:00:00.000,2016-05-31 00:00:00.000,1,NULL,2016-06-17 14:53:10.983,GCICOM\akoottungal
571866,234229,HORSEBRI,1660502,5487,TempProductDuringCleanUp,MPLS IPVPN Charge,1,3,0.00,0.00,1,2015-09-01 00:00:00.000,2016-05-31 00:00:00.000,2016-05-31 00:00:00.000,1,NULL,2016-06-17 14:53:11.167,GCICOM\akoottungal
571867,234229,HORSEBRI,1660502,5487,TempProductDuringCleanUp,PSTN Line Rental,1,3,48.00,48.00,1,2015-09-01 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:11.363,GCICOM\akoottungal
571868,234229,HORSEBRI,1660503,5487,TempProductDuringCleanUp,ADSL Premium,1,3,75.00,75.00,1,2014-08-27 00:00:00.000,NULL,2017-06-30 00:00:00.000,1,NULL,2016-06-17 14:53:11.573,GCICOM\akoottungal
597736,234206,DISCUSSY,1660369,5487,TempProductDuringCleanUp,9Mb DIA Ethernet First Mile,1,1,112.50,215.00,1,2016-07-05 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-11-03 11:35:14.873,GCICOM\bmanager
571696,234206,DISCUSSY,1660369,5487,TempProductDuringCleanUp,5Mb 5Mb DIA Ethernet First Mile,1,1,145.00,145.00,1,2014-01-16 00:00:00.000,2016-07-04 00:00:00.000,2016-07-04 00:00:00.000,1,NULL,2016-06-17 14:52:29.020,GCICOM\akoottungal
571697,234206,DISCUSSY,1660369,5487,TempProductDuringCleanUp,10Mb 100Mb DIA National Ethernet,1,1,80.00,80.00,1,2014-03-05 00:00:00.000,2016-07-04 00:00:00.000,2016-07-04 00:00:00.000,1,NULL,2016-06-17 14:52:29.203,GCICOM\akoottungal
571698,234206,DISCUSSY,1660369,5487,TempProductDuringCleanUp,Managed Service,1,1,25.00,25.00,1,2014-01-16 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:52:29.383,GCICOM\bmanager
571699,234206,DISCUSSY,1660369,5487,TempProductDuringCleanUp,MPLS IPVPN Charge,1,1,0.00,0.00,1,2014-01-16 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:52:29.570,GCICOM\bmanager
571700,234206,DISCUSSY,1660370,5487,TempProductDuringCleanUp,5Mb 5Mb DIA Ethernet First Mile,1,1,145.00,145.00,1,2014-01-16 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:52:29.783,GCICOM\bmanager
571701,234206,DISCUSSY,1660370,5487,TempProductDuringCleanUp,Managed Service,1,1,25.00,25.00,1,2014-01-16 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:52:29.967,GCICOM\bmanager
571702,234206,DISCUSSY,1660370,5487,TempProductDuringCleanUp,MPLS IPVPN Charge,1,1,0.00,0.00,1,2014-01-16 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:52:30.163,GCICOM\bmanager
571703,234206,DISCUSSY,1660371,5487,TempProductDuringCleanUp,10Mb 10Mb DIA Ethernet First Mile,1,1,215.00,215.00,1,2015-02-18 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:52:30.393,GCICOM\bmanager
597563,234206,DISCUSSY,1686048,5487,TempProductDuringCleanUp,100Mb National Ethernet,1,1,285.00,495.00,1,2016-10-21 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-10-31 11:58:31.653,GCICOM\bmanager
597564,234206,DISCUSSY,1686048,5487,TempProductDuringCleanUp,Managed Router,1,1,35.50,65.00,1,2016-10-21 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-10-31 11:58:31.747,GCICOM\bmanager
597565,234206,DISCUSSY,1686048,5487,TempProductDuringCleanUp,29 IPI Addresses,1,1,15.3846,20.00,1,2016-10-21 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-10-31 11:58:31.843,GCICOM\bmanager
571730,234214,ELAPENGI,1660417,5487,TempProductDuringCleanUp,10Mb 10Mb DIA Ethernet First Mile,1,1,250.00,250.00,1,2015-04-13 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:52:40.923,GCICOM\bmanager
571763,234222,GEMACSYS,1660446,5487,TempProductDuringCleanUp,10Mb 100Mb DIA National Ethernet,1,1,300.00,300.00,1,2015-05-26 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:52:48.620,GCICOM\bmanager
571899,234230,HOTDOCSL,1660515,5487,TempProductDuringCleanUp,200Mb 1Gb DIA National Ethernet,1,1,650.00,650.00,1,2015-12-01 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:53:17.883,GCICOM\bmanager
571900,234230,HOTDOCSL,1660515,5487,TempProductDuringCleanUp,Managed Service,1,1,50.00,50.00,1,2016-06-01 00:00:00.000,NULL,2017-03-31 00:00:00.000,1,NULL,2016-06-17 14:53:18.080,GCICOM\bmanager
