NumberRangeMapID,NumberRange,NumberRangeClassification,NumberRangeBespokeFlag,NumberRangeType,NumberRangeSource,NumberRangeStartDate,NumberRangeEndDate
492626,447106,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492627,447107,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492628,447340,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492629,447341,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492630,447342,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492631,447400,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492632,447401,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492633,447402,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492634,447403,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492635,447404,fw7.Vodafone.CW.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492636,447405,fw7.Vodafone.CW.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492637,447407,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492640,447411,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492641,447412,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492642,447413,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492643,447414,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492644,447415,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492650,447426,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492651,447427,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492652,447428,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492653,447429,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492654,447430,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492655,447431,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492656,447432,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492657,447433,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492658,447434,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492659,447435,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492660,447436,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492661,447437,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492662,447445,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492663,447446,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492664,447447,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492665,447449,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492666,447450,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492667,447453,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492668,447454,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492669,447455,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492670,447456,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492671,447460,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492672,447461,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492673,447462,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492674,447463,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492675,447464,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492676,447467,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492677,447468,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492678,447469,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492679,447470,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492680,447471,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492681,447472,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492682,447473,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492683,447474,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492684,447475,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492685,447476,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492686,447477,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492687,447478,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492688,447479,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492689,447480,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492690,447481,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492691,447482,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492692,447483,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492693,447484,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492694,447485,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492695,447486,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492696,447487,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492697,447489,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492698,447490,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492699,447491,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492700,447492,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492701,447493,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492702,447494,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492703,447495,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492704,447496,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492705,447497,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492706,447498,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492707,447500,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492708,447501,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492709,447502,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492710,447503,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492711,447504,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492712,447505,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492713,447506,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492714,447507,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492715,447508,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492716,447510,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492717,447511,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492718,447512,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492719,447513,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492720,447514,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492721,447515,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492722,447516,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492723,447517,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492724,447518,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492725,447519,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492726,447521,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492727,447522,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492728,447523,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492729,447525,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492730,447526,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492736,447533,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492737,447534,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492738,447535,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492740,447538,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492741,447539,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492742,447540,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492743,447541,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492744,447542,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492745,447543,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492746,447544,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492747,447545,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492748,447546,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492749,447547,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492750,447548,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492751,447549,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492752,447550,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492753,447551,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492754,447552,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492755,447553,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492756,447554,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492757,447555,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492759,447557,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492760,447560,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492761,447561,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492762,447562,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492763,447563,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492764,447564,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492765,447565,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492766,447566,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492767,447567,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492768,447568,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492769,447569,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492770,447570,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492771,447572,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492772,447573,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492773,447574,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492774,447575,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492775,447576,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492776,447577,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492777,447578,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492783,447584,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492784,447585,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492785,447586,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492786,447587,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492787,447588,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492788,447590,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492789,447591,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492790,447592,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492791,447593,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492792,447594,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492793,447595,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492794,447596,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492795,447597,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492796,447598,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492797,447599,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492798,447701,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492799,447702,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492800,447703,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492801,447704,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492802,447705,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492803,447706,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492804,447707,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492805,447708,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492806,447709,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492807,447710,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492808,447711,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492809,447712,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492810,447713,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492811,447714,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492812,447715,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492813,447716,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492814,447717,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492815,447718,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492816,447719,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492817,447720,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492818,447722,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492819,447723,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492820,447724,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492821,447725,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492822,447726,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492823,447727,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492824,447728,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492825,447729,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492826,447730,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492827,447731,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492828,447732,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492829,447733,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492830,447734,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492831,447735,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492832,447736,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492833,447737,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492834,447738,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492835,447739,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492836,447740,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492837,447741,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492838,447742,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492839,447743,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492840,447745,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492841,447746,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492842,447747,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492843,447748,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492844,447749,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492845,447750,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492846,447751,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492847,447752,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492848,447753,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492849,447754,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492850,447756,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492851,447757,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492852,447758,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492853,447759,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492854,447760,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492855,447761,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492856,447762,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492857,447763,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492858,447764,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492859,447765,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492860,447766,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492861,447767,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492862,447768,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492863,447769,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492864,447770,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492865,447771,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492868,447774,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492869,447775,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492870,447776,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492871,447777,fm8.BT.Mobile,0,GCI_Mobile,4,2016-07-01,NULL
492872,447778,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492874,447780,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492875,447781,f.Guernsey,0,GCI_Mobile,4,2016-07-01,NULL
492876,447782,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492877,447783,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492878,447784,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492879,447786,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492880,447787,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492881,447788,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492882,447789,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492886,447793,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492888,447795,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492889,447796,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492890,447798,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492891,447799,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492893,447801,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492894,447802,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492895,447803,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492896,447804,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492898,447806,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492900,447808,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492901,447809,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492902,447810,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492910,447818,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492911,447819,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492912,447820,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492913,447821,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492914,447823,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492915,447824,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492916,447825,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492917,447826,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492918,447827,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492919,447828,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492920,447830,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492921,447831,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492922,447832,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492923,447833,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492924,447834,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492925,447835,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492927,447838,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492928,447840,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492929,447841,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492930,447842,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492931,447843,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492932,447844,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492933,447845,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492934,447846,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492935,447847,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492936,447848,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492937,447849,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492938,447850,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492939,447851,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492940,447852,fm3.EE.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492941,447853,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492944,447856,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492945,447857,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492946,447858,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492947,447859,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492948,447860,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492949,447861,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492950,447862,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492951,447863,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492952,447865,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492954,447867,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492955,447868,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492956,447869,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492958,447871,fm1.Telefonica.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492960,447876,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492961,447877,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492962,447878,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492963,447879,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492964,447880,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492965,447881,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492966,447882,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492967,447883,fm6.Hutchison.3G.UK.Limited,0,GCI_Mobile,4,2016-07-01,NULL
492968,447884,fm5.Vodafone.Limited,0,GCI_Mobile,4,2016-07-01,NULL
