NumberRangeMapID,NumberRange,NumberRangeClassification,NumberRangeBespokeFlag,NumberRangeType,NumberRangeSource,NumberRangeStartDate,NumberRangeEndDate
498361,74941,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498362,74942,RUSSIA.ZONE.1,0,GCI_INTL,5,2016-08-01,NULL
498363,74943,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498364,74944,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498365,74945,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498366,74946,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498367,74947,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498368,74948,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498369,74949,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498370,77110,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498371,77111,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498372,77112,KAZAKHSTAN.METROS,0,GCI_INTL,5,2016-08-01,NULL
498373,77113,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498374,77114,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498375,77115,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498376,77116,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498377,77117,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498378,77118,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498379,77119,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498380,77120,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498381,77121,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498382,77122,KAZAKHSTAN.METROS,0,GCI_INTL,5,2016-08-01,NULL
498383,77123,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498384,77124,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498385,77125,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498386,77126,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498387,77127,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498388,77128,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498389,77129,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498390,77130,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498391,77131,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498392,77132,KAZAKHSTAN.METROS,0,GCI_INTL,5,2016-08-01,NULL
498393,77133,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498394,77134,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498395,77135,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498396,77136,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498397,77137,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498398,77138,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498399,77139,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498400,77140,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498401,77141,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498402,77142,KAZAKHSTAN.METROS,0,GCI_INTL,5,2016-08-01,NULL
498403,77143,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498404,77144,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498405,77145,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498406,77146,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498407,77147,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498408,77148,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498409,77149,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498410,77150,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498411,77151,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498412,77152,KAZAKHSTAN.METROS,0,GCI_INTL,5,2016-08-01,NULL
498413,77153,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498414,77154,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498415,77155,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498416,77156,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498417,77157,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498418,77158,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498419,77159,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498420,77160,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498421,77161,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498422,77162,KAZAKHSTAN.METROS,0,GCI_INTL,5,2016-08-01,NULL
498423,77163,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498424,77164,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498425,77165,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498426,77166,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498427,77167,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498428,77168,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498429,77169,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498430,77170,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498431,77171,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498432,77172,KAZAKHSTAN.ASTANA,0,GCI_INTL,5,2016-08-01,NULL
498433,77173,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498434,77174,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498435,77175,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498436,77176,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498437,77177,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498438,77178,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498439,77179,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498440,77180,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498441,77181,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498442,77182,KAZAKHSTAN.METROS,0,GCI_INTL,5,2016-08-01,NULL
498443,77183,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498444,77184,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498445,77185,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498446,77186,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498447,77187,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498448,77188,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498449,77189,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498450,77210,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498451,77211,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498452,77212,KAZHSTAN.KARAGANDA,0,GCI_INTL,5,2016-08-01,NULL
498453,77213,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498454,77214,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498455,77215,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498456,77216,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498457,77217,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498458,77218,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498459,77219,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498460,77230,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498461,77231,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498462,77232,KAZAKHSTAN.METROS,0,GCI_INTL,5,2016-08-01,NULL
498463,77233,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498464,77234,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498465,77235,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498466,77236,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498467,77237,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498468,77238,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498469,77239,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498470,77240,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498471,77241,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498472,77242,KAZAKHSTAN.METROS,0,GCI_INTL,5,2016-08-01,NULL
498473,77243,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498474,77244,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498475,77245,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498476,77246,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498477,77247,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498478,77248,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498479,77249,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498480,77250,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498481,77251,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498482,77252,KAZAKHSTAN.METROS,0,GCI_INTL,5,2016-08-01,NULL
498483,77253,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498484,77254,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498485,77255,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498486,77256,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498487,77257,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498488,77258,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498489,77259,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498490,77260,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498491,77261,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498492,77262,KAZAKHSTAN.METROS,0,GCI_INTL,5,2016-08-01,NULL
498493,77263,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498494,77264,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498495,77265,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498496,77266,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498497,77267,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498498,77268,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498499,77269,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498500,77270,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498501,77271,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498502,77272,KAZAKHSTAN.ALMATY,0,GCI_INTL,5,2016-08-01,NULL
498503,77273,KAZAKHSTAN.ALMATY,0,GCI_INTL,5,2016-08-01,NULL
498504,77274,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498505,77275,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498506,77276,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498507,77277,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498508,77278,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498509,77279,KAZAKHSTAN.ALMATY,0,GCI_INTL,5,2016-08-01,NULL
498510,77280,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498511,77281,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498512,77282,KAZAKHSTAN.METROS,0,GCI_INTL,5,2016-08-01,NULL
498513,77283,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498514,77284,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498515,77285,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498516,77286,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498517,77287,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498518,77288,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498519,77289,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498520,77290,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498521,77291,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498522,77292,KAZAKHSTAN.METROS,0,GCI_INTL,5,2016-08-01,NULL
498523,77293,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498524,77294,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498525,77295,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498526,77296,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498527,77297,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498528,77298,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498529,77299,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498530,77600,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498531,77601,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498532,77602,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498533,77603,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498534,77604,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498535,77605,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498536,77606,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498537,77607,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498538,77608,KAZAKHSTAN,0,GCI_INTL,5,2016-08-01,NULL
498539,78310,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498540,78311,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498541,78312,RUSSIA.ZONE.1,0,GCI_INTL,5,2016-08-01,NULL
498542,78313,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498543,78314,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498544,78315,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498545,78316,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498546,78317,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498547,78318,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498548,78319,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498549,78330,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498550,78331,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498551,78332,RUSSIA.ZONE.1,0,GCI_INTL,5,2016-08-01,NULL
498552,78333,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498553,78334,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498554,78335,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498555,78336,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498556,78337,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498557,78338,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498558,78339,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498559,78340,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498560,78341,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498561,78342,RUSSIA.ZONE.1,0,GCI_INTL,5,2016-08-01,NULL
498562,78343,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498563,78344,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498564,78345,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498565,78346,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498566,78347,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498567,78348,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498568,78349,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498569,78350,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498570,78351,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498571,78352,RUSSIA.ZONE.1,0,GCI_INTL,5,2016-08-01,NULL
498572,78353,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498573,78354,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498574,78355,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498575,78356,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498576,78357,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498577,78358,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498578,78359,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498579,78360,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498580,78361,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498581,78362,RUSSIA.ZONE.1,0,GCI_INTL,5,2016-08-01,NULL
498582,78363,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498583,78364,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498584,78365,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498585,78366,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498586,78367,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498587,78368,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498588,78369,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498589,78410,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498590,78411,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498591,78412,RUSSIA.ZONE.1,0,GCI_INTL,5,2016-08-01,NULL
498592,78413,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498593,78414,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498594,78415,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498595,78416,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498596,78417,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498597,78418,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498598,78419,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498599,78420,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498600,78421,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498601,78422,RUSSIA.ZONE.1,0,GCI_INTL,5,2016-08-01,NULL
498602,78423,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498603,78424,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498604,78425,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498605,78426,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498606,78427,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498607,78428,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498608,78429,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498609,78450,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498610,78451,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498611,78452,RUSSIA.ZONE.1,0,GCI_INTL,5,2016-08-01,NULL
498612,78453,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498613,78454,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498614,78455,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498615,78456,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498616,78457,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498617,78458,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498618,78459,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498619,78460,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498620,78461,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498621,78462,RUSSIA.ZONE.1,0,GCI_INTL,5,2016-08-01,NULL
498622,78463,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498623,78464,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498624,78465,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498625,78466,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498626,78467,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498627,78468,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498628,78469,RUSSIA.ZONE.2,0,GCI_INTL,5,2016-08-01,NULL
498629,79000,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498630,79001,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498631,79002,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498632,79004,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498633,79005,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498634,79006,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498635,79007,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498636,79008,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498637,79009,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498638,79010,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498639,79011,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498640,79013,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498641,79014,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498642,79015,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498643,79016,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498644,79017,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498645,79018,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498646,79023,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498647,79029,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498648,79040,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498649,79041,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498650,79042,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498651,79043,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498652,79045,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498653,79047,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498654,79081,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498655,79083,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498656,79085,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498657,79086,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498658,79087,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498659,79500,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498660,79501,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498661,79502,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498662,79503,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498663,79506,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498664,79507,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498665,79508,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498666,79509,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498667,79511,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498668,79513,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498669,79515,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498670,79516,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498671,79517,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498672,79518,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498673,79520,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498674,79521,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498675,79522,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498676,79524,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498677,79525,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498678,79528,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498679,79529,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498680,79530,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498681,79531,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498682,79533,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498683,79534,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498684,79535,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498685,79536,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498686,79537,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
498687,79539,RUSSIA.MOBILE,0,GCI_INTL_Mobile,5,2016-08-01,NULL
